IDconsumidor,Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Servico_Telefonia,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,TV_assinatura,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn
8098-TDCBU,Female,0,Yes,No,42,Yes,No,No internet service,No internet service,No internet service,Two year,Electronic check,25.25,1108.2,0.0
3551-GAEGL,Male,0,Yes,Yes,34,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),30.4,938.65,0.0
4785-NKHCX,Male,1,No,No,5,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.05,94.15,0.0
3196-NVXLZ,Female,0,No,No,25,No,Fiber optic,No,No,Yes,Month-to-month,Mailed check,84.6,2088.05,0.0
6275-YDUVO,Female,0,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,86.2,178.7,1.0
0036-IHMOT,Female,0,Yes,Yes,55,Yes,Fiber optic,No,Yes,Yes,One year,Bank transfer (automatic),103.7,5656.75,0.0
0115-TFERT,Male,0,Yes,No,21,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,111.2,2317.1,1.0
4178-EGMON,Male,0,Yes,No,70,Yes,Fiber optic,Yes,Yes,No,Two year,Credit card (automatic),88.0,5986.45,0.0
4220-TINQT,Female,0,Yes,No,61,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,106.35,6751.35,0.0
5318-YKDPV,Male,0,Yes,Yes,43,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),79.15,3566.6,0.0
7975-TZMLR,Male,0,No,No,47,Yes,Fiber optic,No,No,Yes,One year,Electronic check,103.1,4889.3,0.0
0295-QVKPB,Male,0,No,No,5,No,DSL,No,Yes,Yes,Month-to-month,Credit card (automatic),63.95,318.1,0.0
4335-BSMJS,Female,0,No,No,62,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.8,1563.95,0.0
2311-QYMUQ,Female,0,Yes,Yes,16,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),89.45,1430.25,1.0
3643-AHCFP,Male,1,Yes,No,7,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),95.6,644.35,1.0
9146-JRIOX,Female,0,Yes,Yes,14,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,25.55,372.45,0.0
3104-OWCGK,Male,0,Yes,Yes,60,Yes,Fiber optic,No,No,Yes,One year,Electronic check,90.95,5453.4,1.0
5337-IIWKZ,Male,0,Yes,Yes,34,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,44.85,1442.6,0.0
9101-BWFSS,Female,0,Yes,No,50,No,Fiber optic,Yes,Yes,Yes,One year,Electronic check,108.55,5610.7,1.0
9650-VBUOG,Male,0,Yes,Yes,38,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.05,963.95,0.0
3487-EARAT,Female,0,Yes,Yes,70,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),74.1,5222.3,0.0
2672-TGEFF,Female,0,Yes,Yes,37,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,88.8,3340.55,0.0
9231-ZJYAM,Female,1,No,No,4,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,78.85,292.8,1.0
4250-WAROZ,Male,1,Yes,Yes,60,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,93.25,5774.55,0.0
8184-WMOFI,Male,0,Yes,Yes,62,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),71.4,4487.3,0.0
6982-SSHFK,Male,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,44.4,44.4,1.0
6092-QZVPP,Male,0,No,No,36,Yes,DSL,Yes,Yes,Yes,Month-to-month,Credit card (automatic),79.2,2854.95,0.0
4625-LAMOB,Male,0,No,No,44,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.4,905.55,0.0
0727-BMPLR,Female,1,No,No,55,Yes,Fiber optic,No,No,Yes,One year,Electronic check,100.0,5509.3,1.0
0392-BZIUW,Female,0,Yes,No,72,Yes,Fiber optic,Yes,No,Yes,Two year,Credit card (automatic),105.0,7589.8,0.0
1038-ZAGBI,Female,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.8,229.6,1.0
6549-NNDYT,Female,0,No,No,13,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),30.85,394.1,0.0
3027-ZTDHO,Male,0,No,No,1,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,89.9,89.9,1.0
0422-OHQHQ,Female,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,20.55,295.95,0.0
6916-HIJSE,Female,0,No,No,65,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),84.85,5459.2,0.0
2316-ESMLS,Female,0,Yes,Yes,12,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),33.15,444.75,0.0
9778-OGKQZ,Male,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),92.0,6782.15,0.0
7408-OFWXJ,Female,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),89.8,6510.45,0.0
6007-TCTST,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),115.8,8476.5,0.0
2252-NKNSI,Male,0,No,Yes,52,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,85.15,4461.85,0.0
8713-IGZSO,Male,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.85,62.0,0.0
7905-TVXTA,Female,0,No,No,5,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,64.35,352.65,0.0
7695-PKLCZ,Female,0,No,No,68,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.5,1424.9,0.0
2382-BCKQJ,Female,0,No,Yes,62,No,Fiber optic,No,No,Yes,One year,Electronic check,100.15,6413.65,1.0
8374-UULRV,Male,0,No,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),86.05,6309.65,0.0
2207-NHRJK,Male,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,50.8,50.8,1.0
3224-DFQNQ,Female,0,Yes,No,66,Yes,Fiber optic,Yes,Yes,No,One year,Electronic check,89.0,5898.6,0.0
5275-PMFUT,Male,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),64.8,4719.75,0.0
4795-UXVCJ,Male,0,No,No,26,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.8,457.3,0.0
9777-IQHWP,Male,0,Yes,Yes,64,Yes,Fiber optic,Yes,No,No,Two year,Bank transfer (automatic),93.4,5822.3,0.0
0947-MUGVO,Male,1,Yes,No,20,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,73.65,1463.5,1.0
9944-HKVVB,Female,0,No,No,3,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,95.1,307.4,1.0
4124-MMETB,Male,0,No,No,22,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),94.65,2104.55,1.0
3671-SHRSP,Male,0,Yes,No,4,Yes,Fiber optic,No,Yes,No,Month-to-month,Mailed check,80.6,319.15,1.0
0979-MOZQI,Male,0,Yes,No,62,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),39.0,2337.45,0.0
2732-ISEZX,Female,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.5,104.3,0.0
3313-QKNKB,Male,0,Yes,No,59,Yes,Fiber optic,No,No,No,One year,Electronic check,85.55,5084.65,1.0
0323-XWWTN,Male,0,No,Yes,3,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,26.4,121.25,0.0
1937-OTUKY,Female,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),98.2,7015.9,0.0
1573-LGXBA,Male,0,Yes,Yes,57,Yes,Fiber optic,No,No,Yes,One year,Credit card (automatic),97.55,5598.0,0.0
1764-VUUMT,Male,0,No,Yes,66,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.95,1269.1,0.0
5073-WXOYN,Female,0,No,No,60,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,50.8,3027.4,1.0
4713-ZBURT,Male,0,No,Yes,45,Yes,Fiber optic,No,No,Yes,Two year,Bank transfer (automatic),99.7,4634.35,0.0
3050-GBUSH,Female,0,No,No,3,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),34.8,113.95,0.0
0207-MDKNV,Female,0,No,No,15,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Electronic check,105.1,1582.75,1.0
7876-AEHIG,Female,0,No,Yes,51,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),60.15,3077.0,0.0
7945-HLKEA,Female,0,No,No,60,Yes,DSL,Yes,Yes,No,One year,Electronic check,64.75,4039.5,0.0
9342-VNIMQ,Male,0,No,No,33,No,DSL,No,No,No,Month-to-month,Bank transfer (automatic),54.65,1665.2,0.0
9851-KIELU,Male,0,No,No,10,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Electronic check,110.1,1043.3,1.0
3523-BRGUW,Male,1,No,No,26,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.3,504.2,0.0
3908-BLSYF,Female,0,No,No,6,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,83.9,497.55,1.0
3199-NPKCN,Female,0,Yes,No,67,Yes,Fiber optic,Yes,Yes,Yes,One year,Electronic check,111.25,7511.65,0.0
5170-PTRKA,Female,0,Yes,Yes,49,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),35.8,1782.0,0.0
4661-NJEUX,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.05,20.05,0.0
2123-AGEEN,Female,1,No,No,7,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,84.35,609.65,0.0
1258-YMZNM,Female,1,No,No,27,Yes,Fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),110.5,2857.6,0.0
0048-LUMLS,Male,0,Yes,Yes,37,Yes,Fiber optic,No,No,Yes,One year,Credit card (automatic),91.2,3247.55,0.0
7549-MYGPK,Female,0,Yes,Yes,63,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,100.55,6215.35,1.0
5898-IGSLP,Male,0,Yes,Yes,31,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Electronic check,89.3,2823.0,0.0
3804-RVTGV,Male,0,Yes,Yes,50,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),103.85,5017.9,1.0
6259-WJQLC,Male,1,No,No,32,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),81.1,2619.25,0.0
9227-LUNBG,Female,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,24.6,24.6,1.0
7997-EASSD,Female,0,Yes,No,63,Yes,Fiber optic,No,Yes,No,One year,Credit card (automatic),81.2,4965.1,0.0
0730-KOAVE,Male,0,No,No,30,Yes,Fiber optic,Yes,No,No,Month-to-month,Credit card (automatic),94.3,2679.7,0.0
8975-SKGRX,Male,0,Yes,No,71,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),116.1,8310.55,0.0
0678-RLHVP,Female,0,No,No,53,Yes,Fiber optic,No,No,Yes,Two year,Electronic check,105.55,5682.25,0.0
4315-MURBD,Female,0,No,No,12,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),98.9,1120.95,1.0
2267-FPIMA,Male,0,Yes,No,50,Yes,Fiber optic,Yes,No,No,Month-to-month,Credit card (automatic),94.4,4914.9,0.0
1051-GEJLJ,Female,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.5,27.55,0.0
9734-YWGEX,Female,0,No,No,9,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),98.3,923.5,1.0
2719-BDAQO,Male,0,No,No,17,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,93.85,1625.65,1.0
5285-MVEHD,Female,0,Yes,No,56,Yes,Fiber optic,Yes,No,Yes,One year,Credit card (automatic),105.6,6068.65,0.0
0379-DJQHR,Male,0,Yes,Yes,67,Yes,DSL,Yes,No,Yes,Two year,Credit card (automatic),81.35,5398.6,0.0
0781-LKXBR,Male,1,No,No,9,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,100.5,918.6,1.0
5543-QDCRY,Male,0,No,No,4,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,56.4,234.85,0.0
0297-RBCSG,Male,0,No,No,19,Yes,DSL,No,Yes,No,One year,Bank transfer (automatic),65.35,1231.85,0.0
4694-PHWFW,Female,0,No,Yes,8,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,170.9,0.0
0835-JKADZ,Female,0,No,No,71,Yes,Fiber optic,No,Yes,Yes,Two year,Electronic check,111.25,7984.15,0.0
1907-UBQFC,Male,1,No,No,10,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,72.85,688.65,1.0
7508-SMHXL,Female,1,No,No,15,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),89.0,1288.3,0.0
3865-YIOTT,Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),106.1,7848.5,0.0
5993-BQHEA,Male,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.05,267.0,0.0
6024-RUGGH,Male,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.2,1798.9,0.0
6513-EECDB,Male,1,Yes,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,73.55,73.55,1.0
3956-CJUST,Female,1,No,No,23,Yes,Fiber optic,Yes,No,No,Month-to-month,Bank transfer (automatic),75.4,1643.55,0.0
4079-WWQQQ,Male,0,No,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),65.55,4807.45,0.0
6103-BOCOU,Female,0,No,No,26,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,80.7,2193.0,0.0
5149-TGWDZ,Female,0,No,No,21,Yes,Fiber optic,No,Yes,Yes,One year,Mailed check,104.55,2239.4,0.0
7471-WNSUF,Male,0,Yes,No,60,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),24.15,1505.9,0.0
8942-DBMHZ,Male,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.45,255.35,0.0
4301-VVZKA,Male,0,Yes,No,16,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,75.4,1189.4,0.0
9199-PWQVC,Female,0,Yes,No,63,No,DSL,Yes,No,Yes,One year,Credit card (automatic),79.7,4786.15,0.0
4824-GUCBY,Female,1,No,No,22,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,81.7,1820.9,0.0
5393-HJZSM,Female,0,Yes,Yes,32,Yes,DSL,Yes,Yes,No,Month-to-month,Bank transfer (automatic),76.3,2404.15,0.0
7074-IEVOJ,Female,1,No,No,3,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,79.4,205.05,1.0
9625-QSTYE,Female,0,No,No,13,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,81.15,952.3,1.0
0862-PRCBS,Female,0,Yes,Yes,68,No,Fiber optic,No,Yes,Yes,Two year,Credit card (automatic),103.75,7039.45,0.0
8812-ZRHFP,Female,0,Yes,Yes,30,Yes,Fiber optic,No,No,No,One year,Electronic check,86.45,2538.05,0.0
5146-CBVOE,Female,0,No,No,16,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),75.1,1212.85,0.0
0454-OKRCT,Male,0,No,No,33,Yes,Fiber optic,No,Yes,No,Two year,Bank transfer (automatic),80.6,2651.1,0.0
5787-KXGIY,Male,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.3,1304.8,0.0
4750-ZRXIU,Female,1,No,No,4,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,84.6,360.1,1.0
4198-VFOEA,Female,0,No,No,12,Yes,DSL,Yes,Yes,No,One year,Mailed check,33.6,435.45,0.0
6630-UJZMY,Female,1,Yes,No,4,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,83.25,308.05,0.0
5709-LVOEQ,Female,0,Yes,Yes,0,Yes,DSL,Yes,No,Yes,Two year,Mailed check,80.85,80.85,0.0
6400-BWQKW,Female,0,No,No,6,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,79.05,434.5,1.0
2692-AQCPF,Female,0,Yes,No,65,Yes,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),108.05,7118.9,0.0
0347-UBKUZ,Female,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.9,320.45,0.0
0835-DUUIQ,Female,0,No,Yes,24,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),21.05,531.55,0.0
0811-GSDTP,Female,0,No,Yes,13,Yes,DSL,No,No,No,Month-to-month,Electronic check,30.15,382.2,0.0
7567-ECMCM,Male,0,No,No,24,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),79.85,2001.0,0.0
6115-ZTBFQ,Female,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),65.5,4919.7,0.0
6353-BRMMA,Female,0,Yes,Yes,54,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Bank transfer (automatic),104.1,5645.8,0.0
6680-WKXRZ,Female,0,No,No,3,No,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),74.4,215.8,1.0
6231-WFGFH,Male,0,Yes,Yes,4,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.5,77.6,0.0
9904-EHEVJ,Female,1,Yes,Yes,32,Yes,Fiber optic,No,No,Yes,Month-to-month,Mailed check,91.35,2896.55,0.0
7028-DVOIQ,Male,1,No,No,35,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,99.05,3395.8,1.0
6169-PPETC,Male,0,Yes,Yes,35,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.5,759.35,0.0
4208-UFFGW,Male,1,No,No,2,Yes,DSL,No,No,No,Month-to-month,Mailed check,44.95,85.15,1.0
8584-KMVXD,Female,0,No,No,8,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,75.6,535.55,0.0
8467-WYNSR,Male,0,No,No,22,Yes,DSL,Yes,Yes,No,Month-to-month,Mailed check,55.1,1253.15,0.0
0851-DFJKB,Female,0,No,No,15,Yes,DSL,Yes,Yes,No,Month-to-month,Electronic check,58.95,955.15,0.0
5382-SOYZL,Male,0,No,No,22,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,95.1,2162.6,0.0
9448-REEVD,Male,0,Yes,No,1,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),44.7,44.7,1.0
3261-CQXOL,Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.45,1813.35,0.0
8388-FYNPZ,Male,0,No,No,4,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,56.75,245.15,0.0
4002-BQWPQ,Male,0,No,No,25,No,DSL,Yes,Yes,No,Month-to-month,Bank transfer (automatic),81.75,2028.8,0.0
5651-YLPRD,Female,0,Yes,Yes,32,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,86.1,2723.75,0.0
2826-DXLQO,Male,1,Yes,No,7,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),29.8,220.45,0.0
4378-BZYFP,Male,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,20.5,365.8,0.0
9489-UTFKA,Male,1,Yes,No,8,Yes,DSL,Yes,No,Yes,Month-to-month,Bank transfer (automatic),60.9,551.95,0.0
4849-PYRLQ,Female,1,No,No,56,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),73.25,4054.2,0.0
9117-SHLZX,Male,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.7,45.7,1.0
9889-TMAHG,Male,1,No,No,8,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Credit card (automatic),100.3,832.35,1.0
4541-RMRLG,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.25,112.3,1.0
7764-BDPEE,Male,0,No,Yes,3,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.85,60.65,0.0
3429-IFLEM,Female,0,No,No,71,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),77.35,5550.1,0.0
3158-MOERK,Female,0,No,No,2,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,96.0,174.8,1.0
7294-TMAOP,Female,0,No,No,1,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,90.55,90.55,1.0
5002-GCQFH,Male,0,Yes,No,49,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Bank transfer (automatic),93.85,4733.1,0.0
0556-FJEGU,Male,0,No,No,58,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),70.1,4048.95,0.0
8919-FYFQZ,Male,1,Yes,No,44,Yes,DSL,No,No,No,Month-to-month,Electronic check,30.35,1359.7,1.0
0604-THJFP,Female,0,Yes,Yes,59,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),75.95,4542.35,0.0
2834-JRTUA,Male,0,No,No,71,Yes,Fiber optic,Yes,Yes,Yes,Two year,Electronic check,108.05,7532.15,1.0
5875-YPQFJ,Male,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,69.9,69.9,1.0
5879-SESNB,Female,0,No,No,11,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,75.25,888.65,0.0
6646-QVXLR,Male,1,Yes,No,62,Yes,Fiber optic,No,No,Yes,One year,Electronic check,103.75,6383.35,1.0
6461-PPAXN,Female,0,Yes,Yes,35,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),54.95,1916.0,0.0
3318-ISQFQ,Female,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.5,413.0,0.0
1106-HRLKZ,Male,0,Yes,Yes,40,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,808.95,0.0
2483-XSSMZ,Female,0,No,No,39,Yes,DSL,Yes,No,No,One year,Electronic check,47.85,1886.4,0.0
8603-IJWDN,Male,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,86.6,86.6,1.0
8165-ZJRNM,Female,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),23.75,1679.25,0.0
9369-XFEHK,Female,1,Yes,No,33,No,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),80.6,2656.5,1.0
2604-XVDAM,Female,0,No,No,12,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),43.8,540.95,0.0
3717-OFRTN,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.75,19.75,0.0
9046-JBFWA,Male,0,No,Yes,27,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.15,537.35,0.0
3280-NMUVX,Male,0,Yes,Yes,34,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.6,678.8,0.0
1206-EHBDD,Female,0,Yes,No,56,Yes,Fiber optic,Yes,No,No,Two year,Bank transfer (automatic),80.3,4513.65,0.0
8361-LBRDI,Female,0,No,No,58,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.35,1423.85,0.0
4883-KCPZJ,Female,0,Yes,Yes,22,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.25,555.4,0.0
9108-EQPNQ,Female,0,Yes,Yes,10,No,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),26.1,225.55,0.0
7277-KAMWT,Male,0,No,No,13,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.0,268.45,0.0
3842-IYKUE,Female,0,No,No,35,Yes,Fiber optic,No,Yes,No,Month-to-month,Credit card (automatic),85.3,2917.5,1.0
6641-XRPSU,Female,0,No,No,34,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),70.0,2416.1,1.0
1374-DMZUI,Female,1,No,No,4,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,94.3,424.45,1.0
2545-LXYVJ,Male,0,Yes,No,72,No,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.7,1492.1,0.0
3234-VKACU,Male,0,No,No,2,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,70.3,132.4,0.0
8357-EQXFO,Female,0,No,No,7,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,95.35,660.9,1.0
1989-PRJHP,Male,1,Yes,No,27,No,Fiber optic,No,No,No,Month-to-month,Electronic check,75.5,1893.95,1.0
8120-JDCAM,Male,0,Yes,Yes,4,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,69.55,284.9,0.0
8917-FAEMR,Female,0,No,No,37,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.85,784.25,0.0
7047-YXDMZ,Male,0,No,No,21,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.0,417.7,0.0
2858-EIMXH,Female,1,Yes,No,53,Yes,Fiber optic,No,No,Yes,One year,Credit card (automatic),95.85,5016.25,0.0
